2025-06-16 14:16:10,723 - sparsemodesnet.heat_equation - INFO - Starting heat_equation experiment
2025-06-16 14:16:10,723 - sparsemodesnet.heat_equation - INFO - Log file: logs/heat_equation_20250616_141610.log
2025-06-16 14:16:10,724 - sparsemodesnet.heat_equation - INFO - Experiment: Heat Equation
2025-06-16 14:16:10,724 - sparsemodesnet.heat_equation - INFO - Data shape: (128, 1000)
2025-06-16 14:16:10,725 - sparsemodesnet.heat_equation - INFO - POD dimension: 128
2025-06-16 14:16:10,725 - sparsemodesnet.heat_equation - INFO - Hidden units: [128, 8256]
2025-06-16 14:16:10,725 - sparsemodesnet.heat_equation - INFO - Regularization method: dense2sparse
2025-06-16 14:16:10,725 - sparsemodesnet.heat_equation - INFO - Device: mps
2025-06-16 14:16:10,726 - sparsemodesnet.heat_equation - INFO - Training parameters: M=1.0, lr=0.001, batch_size=64
2025-06-16 14:16:10,726 - sparsemodesnet.heat_equation - INFO - Optimizer: Adam, knee_method: zmethod
2025-06-16 14:16:10,726 - sparsemodesnet.heat_equation - INFO - ==================================================

=== SparseModesNet (λ-path=dense2sparse) on Heat Equation: d=128, n=1000, s=128 ===

=== Dense-To-Sparse (default) λ-Path ===

-- Path iteration 1, λ = 1.000e-03   (r(λ) prev = 128)
  λ=1.000e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=2.133458e-01 | ‖ω‖₁=1.301303e+02
  λ=1.200e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=4.171501e-05 | ‖ω‖₁=1.101542e+02
  λ=1.200e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=3.800352e-05 | ‖ω‖₁=8.445218e+01
  λ=1.200e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=3.838632e-05 | ‖ω‖₁=5.880262e+01
  λ=1.200e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=5.266810e-05 | ‖ω‖₁=3.340670e+01
  λ=1.200e-03 | Epoch  50 | lr=1.2500e-04 | Recon MSE=7.551936e-05 | ‖ω‖₁=1.386503e+01
  λ=1.200e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=6.342967e-05 | ‖ω‖₁=1.260625e+01
  λ=1.200e-03 | Epoch  70 | lr=6.2500e-05 | Recon MSE=5.920330e-05 | ‖ω‖₁=1.186358e+01
  λ=1.200e-03 | Epoch  80 | lr=3.1250e-05 | Recon MSE=5.700756e-05 | ‖ω‖₁=1.129056e+01
  → at λ=1.200e-03:  r(λ)=16257,  rel_err=9.931263e-03

-- Path iteration 3, λ = 1.440e-03   (r(λ) prev = 16257)
  λ=1.440e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=2.290825e-01 | ‖ω‖₁=1.297173e+02
  λ=1.440e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=4.524188e-05 | ‖ω‖₁=1.053590e+02
  λ=1.440e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=4.155020e-05 | ‖ω‖₁=7.422525e+01
  λ=1.440e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=4.593252e-05 | ‖ω‖₁=4.351145e+01
  λ=1.440e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=7.585791e-05 | ‖ω‖₁=1.454794e+01
  λ=1.440e-03 | Epoch  50 | lr=1.2500e-04 | Recon MSE=6.406779e-05 | ‖ω‖₁=1.233436e+01
  λ=1.440e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=6.045345e-05 | ‖ω‖₁=1.139560e+01
  λ=1.440e-03 | Epoch  70 | lr=6.2500e-05 | Recon MSE=5.969491e-05 | ‖ω‖₁=1.066252e+01
  λ=1.440e-03 | Epoch  80 | lr=3.1250e-05 | Recon MSE=5.818216e-05 | ‖ω‖₁=1.008250e+01
  → at λ=1.440e-03:  r(λ)=16257,  rel_err=1.040809e-02

-- Path iteration 4, λ = 1.728e-03   (r(λ) prev = 16257)
  λ=1.728e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=2.375285e-01 | ‖ω‖₁=1.295216e+02
  λ=1.728e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=4.754933e-05 | ‖ω‖₁=1.000199e+02
  λ=1.728e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=4.730417e-05 | ‖ω‖₁=6.286187e+01
  λ=1.728e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=5.678923e-05 | ‖ω‖₁=2.613214e+01
  λ=1.728e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=6.404195e-05 | ‖ω‖₁=1.287096e+01
  λ=1.728e-03 | Epoch  50 | lr=1.2500e-04 | Recon MSE=5.885730e-05 | ‖ω‖₁=1.191390e+01
  λ=1.728e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=5.735873e-05 | ‖ω‖₁=1.110633e+01
  λ=1.728e-03 | Epoch  70 | lr=6.2500e-05 | Recon MSE=5.628358e-05 | ‖ω‖₁=1.044046e+01
  λ=1.728e-03 | Epoch  80 | lr=3.1250e-05 | Recon MSE=5.546224e-05 | ‖ω‖₁=9.802416e+00
  → at λ=1.728e-03:  r(λ)=16257,  rel_err=1.064618e-02

-- Path iteration 5, λ = 2.074e-03   (r(λ) prev = 16257)
  λ=2.074e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=2.512914e-01 | ‖ω‖₁=1.291930e+02
  λ=2.074e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=5.023087e-05 | ‖ω‖₁=9.248798e+01
  λ=2.074e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=5.661957e-05 | ‖ω‖₁=4.814057e+01
  λ=2.074e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=6.815340e-05 | ‖ω‖₁=1.367727e+01
  λ=2.074e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=6.388268e-05 | ‖ω‖₁=1.183358e+01
  λ=2.074e-03 | Epoch  50 | lr=1.2500e-04 | Recon MSE=5.968592e-05 | ‖ω‖₁=1.090270e+01
  λ=2.074e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=5.845368e-05 | ‖ω‖₁=1.002670e+01
  λ=2.074e-03 | Epoch  70 | lr=6.2500e-05 | Recon MSE=5.787669e-05 | ‖ω‖₁=9.281877e+00
  λ=2.074e-03 | Epoch  80 | lr=3.1250e-05 | Recon MSE=5.758621e-05 | ‖ω‖₁=8.522826e+00
  → at λ=2.074e-03:  r(λ)=16257,  rel_err=1.100370e-02

-- Path iteration 6, λ = 2.488e-03   (r(λ) prev = 16257)
  λ=2.488e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=2.316907e-01 | ‖ω‖₁=1.285181e+02
  λ=2.488e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=4.827225e-05 | ‖ω‖₁=8.361826e+01
  λ=2.488e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=7.543139e-05 | ‖ω‖₁=3.070795e+01
  λ=2.488e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=6.276748e-05 | ‖ω‖₁=1.249344e+01
  λ=2.488e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=5.958739e-05 | ‖ω‖₁=1.123343e+01
  λ=2.488e-03 | Epoch  50 | lr=1.2500e-04 | Recon MSE=5.660581e-05 | ‖ω‖₁=1.042588e+01
  λ=2.488e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=5.608716e-05 | ‖ω‖₁=9.501492e+00
  λ=2.488e-03 | Epoch  70 | lr=6.2500e-05 | Recon MSE=5.574653e-05 | ‖ω‖₁=8.624834e+00
  λ=2.488e-03 | Epoch  80 | lr=3.1250e-05 | Recon MSE=5.624285e-05 | ‖ω‖₁=7.729842e+00
  → at λ=2.488e-03:  r(λ)=16257,  rel_err=1.178765e-02

-- Path iteration 7, λ = 2.986e-03   (r(λ) prev = 16257)
  λ=2.986e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=2.287735e-01 | ‖ω‖₁=1.278226e+02
  λ=2.986e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=5.200102e-05 | ‖ω‖₁=7.352594e+01
  λ=2.986e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=1.155453e-04 | ‖ω‖₁=1.396049e+01
  λ=2.986e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=6.411599e-05 | ‖ω‖₁=1.146742e+01
  λ=2.986e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=5.980586e-05 | ‖ω‖₁=1.025959e+01
  λ=2.986e-03 | Epoch  50 | lr=1.2500e-04 | Recon MSE=5.885217e-05 | ‖ω‖₁=9.276872e+00
  λ=2.986e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=5.812754e-05 | ‖ω‖₁=8.257560e+00
  λ=2.986e-03 | Epoch  70 | lr=6.2500e-05 | Recon MSE=6.192875e-05 | ‖ω‖₁=7.279765e+00
  λ=2.986e-03 | Epoch  80 | lr=3.1250e-05 | Recon MSE=6.165477e-05 | ‖ω‖₁=6.283346e+00
  → at λ=2.986e-03:  r(λ)=16257,  rel_err=1.342653e-02

-- Path iteration 8, λ = 3.583e-03   (r(λ) prev = 16257)
  λ=3.583e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=2.267353e-01 | ‖ω‖₁=1.273728e+02
  λ=3.583e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=5.938234e-05 | ‖ω‖₁=6.138386e+01
  λ=3.583e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=6.830114e-05 | ‖ω‖₁=1.235959e+01
  λ=3.583e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=6.164030e-05 | ‖ω‖₁=1.067774e+01
  λ=3.583e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=5.937070e-05 | ‖ω‖₁=9.542571e+00
  λ=3.583e-03 | Epoch  50 | lr=1.2500e-04 | Recon MSE=5.846255e-05 | ‖ω‖₁=8.368925e+00
  λ=3.583e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=5.984904e-05 | ‖ω‖₁=7.177626e+00
  λ=3.583e-03 | Epoch  70 | lr=6.2500e-05 | Recon MSE=6.841724e-05 | ‖ω‖₁=5.961822e+00
  λ=3.583e-03 | Epoch  80 | lr=3.1250e-05 | Recon MSE=7.340783e-05 | ‖ω‖₁=4.807217e+00
  → at λ=3.583e-03:  r(λ)=16257,  rel_err=1.708338e-02

-- Path iteration 9, λ = 4.300e-03   (r(λ) prev = 16257)
  λ=4.300e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=2.184776e-01 | ‖ω‖₁=1.264943e+02
  λ=4.300e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=6.835482e-05 | ‖ω‖₁=4.684068e+01
  λ=4.300e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=6.643436e-05 | ‖ω‖₁=1.140393e+01
  λ=4.300e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=6.022648e-05 | ‖ω‖₁=9.835363e+00
  λ=4.300e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=5.727603e-05 | ‖ω‖₁=8.479945e+00
  λ=4.300e-03 | Epoch  50 | lr=1.2500e-04 | Recon MSE=5.885799e-05 | ‖ω‖₁=7.097438e+00
  λ=4.300e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=6.044186e-05 | ‖ω‖₁=5.698083e+00
  λ=4.300e-03 | Epoch  70 | lr=6.2500e-05 | Recon MSE=8.651475e-05 | ‖ω‖₁=4.259563e+00
  λ=4.300e-03 | Epoch  80 | lr=3.1250e-05 | Recon MSE=1.037993e-04 | ‖ω‖₁=2.919088e+00
  → at λ=4.300e-03:  r(λ)=16130,  rel_err=2.326325e-02

-- Path iteration 10, λ = 5.160e-03   (r(λ) prev = 16130)
  λ=5.160e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=2.332831e-01 | ‖ω‖₁=1.256403e+02
  λ=5.160e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=1.042603e-04 | ‖ω‖₁=2.952486e+01
  λ=5.160e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=6.202440e-05 | ‖ω‖₁=1.091427e+01
  λ=5.160e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=5.780931e-05 | ‖ω‖₁=9.237900e+00
  λ=5.160e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=5.722702e-05 | ‖ω‖₁=7.470705e+00
  λ=5.160e-03 | Epoch  50 | lr=1.2500e-04 | Recon MSE=6.361166e-05 | ‖ω‖₁=5.799972e+00
  λ=5.160e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=7.327235e-05 | ‖ω‖₁=4.105746e+00
  λ=5.160e-03 | Epoch  70 | lr=6.2500e-05 | Recon MSE=1.336541e-04 | ‖ω‖₁=2.566050e+00
  λ=5.160e-03 | Epoch  80 | lr=3.1250e-05 | Recon MSE=1.550273e-04 | ‖ω‖₁=1.280220e+00
  → at λ=5.160e-03:  r(λ)=15368,  rel_err=3.043718e-02

-- Path iteration 11, λ = 6.192e-03   (r(λ) prev = 15368)
  λ=6.192e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=2.300943e-01 | ‖ω‖₁=1.243320e+02
  λ=6.192e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=2.123333e-04 | ‖ω‖₁=1.391548e+01
  λ=6.192e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=6.490947e-05 | ‖ω‖₁=1.030496e+01
  λ=6.192e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=6.000966e-05 | ‖ω‖₁=8.256618e+00
  λ=6.192e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=6.101747e-05 | ‖ω‖₁=6.487833e+00
  λ=6.192e-03 | Epoch  50 | lr=1.2500e-04 | Recon MSE=7.151452e-05 | ‖ω‖₁=4.624883e+00
  λ=6.192e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=7.991882e-05 | ‖ω‖₁=2.813863e+00
  λ=6.192e-03 | Epoch  70 | lr=6.2500e-05 | Recon MSE=1.321858e-04 | ‖ω‖₁=1.319811e+00
  λ=6.192e-03 | Epoch  80 | lr=3.1250e-05 | Recon MSE=1.295114e-04 | ‖ω‖₁=6.793356e-01
  → at λ=6.192e-03:  r(λ)=4319,  rel_err=2.767306e-02

-- Path iteration 12, λ = 7.430e-03   (r(λ) prev = 4319)
  λ=7.430e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=2.047661e-01 | ‖ω‖₁=1.229164e+02
  λ=7.430e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=8.964447e-05 | ‖ω‖₁=1.220417e+01
  λ=7.430e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=5.513556e-05 | ‖ω‖₁=8.955685e+00
  λ=7.430e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=5.129595e-05 | ‖ω‖₁=6.860125e+00
  λ=7.430e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=5.830888e-05 | ‖ω‖₁=4.705293e+00
  λ=7.430e-03 | Epoch  50 | lr=1.2500e-04 | Recon MSE=7.401091e-05 | ‖ω‖₁=2.705462e+00
  λ=7.430e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=7.355619e-05 | ‖ω‖₁=9.956014e-01
  λ=7.430e-03 | Epoch  70 | lr=6.2500e-05 | Recon MSE=1.034959e-04 | ‖ω‖₁=5.769951e-01
  λ=7.430e-03 | Epoch  80 | lr=3.1250e-05 | Recon MSE=1.105690e-04 | ‖ω‖₁=4.296957e-01
  → at λ=7.430e-03:  r(λ)=1524,  rel_err=2.618996e-02

-- Path iteration 13, λ = 8.916e-03   (r(λ) prev = 1524)
  λ=8.916e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=2.484917e-01 | ‖ω‖₁=1.214726e+02
  λ=8.916e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=7.717481e-05 | ‖ω‖₁=1.161516e+01
  λ=8.916e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=5.898579e-05 | ‖ω‖₁=8.109032e+00
  λ=8.916e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=5.840881e-05 | ‖ω‖₁=5.509517e+00
  λ=8.916e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=8.228223e-05 | ‖ω‖₁=2.978898e+00
  λ=8.916e-03 | Epoch  50 | lr=1.2500e-04 | Recon MSE=9.068257e-05 | ‖ω‖₁=1.095040e+00
  λ=8.916e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=7.946978e-05 | ‖ω‖₁=5.876004e-01
  λ=8.916e-03 | Epoch  70 | lr=6.2500e-05 | Recon MSE=1.135582e-04 | ‖ω‖₁=4.428123e-01
  λ=8.916e-03 | Epoch  80 | lr=3.1250e-05 | Recon MSE=1.303470e-04 | ‖ω‖₁=3.676184e-01
  → at λ=8.916e-03:  r(λ)=1143,  rel_err=2.860353e-02

-- Path iteration 14, λ = 1.070e-02   (r(λ) prev = 1143)
  λ=1.070e-02 | Epoch   1 | lr=1.0000e-03 | Recon MSE=2.287308e-01 | ‖ω‖₁=1.192933e+02
  λ=1.070e-02 | Epoch  10 | lr=1.0000e-03 | Recon MSE=6.842409e-05 | ‖ω‖₁=1.084569e+01
  λ=1.070e-02 | Epoch  20 | lr=5.0000e-04 | Recon MSE=6.071361e-05 | ‖ω‖₁=7.359665e+00
  λ=1.070e-02 | Epoch  30 | lr=5.0000e-04 | Recon MSE=6.492523e-05 | ‖ω‖₁=4.020520e+00
  λ=1.070e-02 | Epoch  40 | lr=2.5000e-04 | Recon MSE=8.596251e-05 | ‖ω‖₁=1.303500e+00
  λ=1.070e-02 | Epoch  50 | lr=1.2500e-04 | Recon MSE=7.083241e-05 | ‖ω‖₁=4.871992e-01
  λ=1.070e-02 | Epoch  60 | lr=1.2500e-04 | Recon MSE=6.619730e-05 | ‖ω‖₁=3.777384e-01
  λ=1.070e-02 | Epoch  70 | lr=6.2500e-05 | Recon MSE=1.113251e-04 | ‖ω‖₁=3.129102e-01
  λ=1.070e-02 | Epoch  80 | lr=3.1250e-05 | Recon MSE=1.416903e-04 | ‖ω‖₁=2.652937e-01
  → at λ=1.070e-02:  r(λ)=762,  rel_err=3.015542e-02

-- Path iteration 15, λ = 1.284e-02   (r(λ) prev = 762)
  λ=1.284e-02 | Epoch   1 | lr=1.0000e-03 | Recon MSE=1.620483e-01 | ‖ω‖₁=1.171726e+02
  λ=1.284e-02 | Epoch  10 | lr=1.0000e-03 | Recon MSE=5.917213e-05 | ‖ω‖₁=1.022720e+01
  λ=1.284e-02 | Epoch  20 | lr=5.0000e-04 | Recon MSE=5.791995e-05 | ‖ω‖₁=6.282590e+00
  λ=1.284e-02 | Epoch  30 | lr=5.0000e-04 | Recon MSE=5.688829e-05 | ‖ω‖₁=2.519939e+00
  λ=1.284e-02 | Epoch  40 | lr=2.5000e-04 | Recon MSE=5.509523e-05 | ‖ω‖₁=5.753825e-01
  λ=1.284e-02 | Epoch  50 | lr=1.2500e-04 | Recon MSE=6.181317e-05 | ‖ω‖₁=4.129517e-01
  λ=1.284e-02 | Epoch  60 | lr=1.2500e-04 | Recon MSE=6.482620e-05 | ‖ω‖₁=3.574224e-01
  λ=1.284e-02 | Epoch  70 | lr=6.2500e-05 | Recon MSE=1.122769e-04 | ‖ω‖₁=2.870128e-01
  λ=1.284e-02 | Epoch  80 | lr=3.1250e-05 | Recon MSE=1.663085e-04 | ‖ω‖₁=2.465943e-01
  → at λ=1.284e-02:  r(λ)=508,  rel_err=3.455028e-02

-- Path iteration 16, λ = 1.541e-02   (r(λ) prev = 508)
  λ=1.541e-02 | Epoch   1 | lr=1.0000e-03 | Recon MSE=2.181608e-01 | ‖ω‖₁=1.144683e+02
  λ=1.541e-02 | Epoch  10 | lr=1.0000e-03 | Recon MSE=5.885713e-05 | ‖ω‖₁=9.119958e+00
  λ=1.541e-02 | Epoch  20 | lr=5.0000e-04 | Recon MSE=1.093410e-04 | ‖ω‖₁=4.513396e+00
  λ=1.541e-02 | Epoch  30 | lr=5.0000e-04 | Recon MSE=7.684771e-05 | ‖ω‖₁=1.122994e+00
  λ=1.541e-02 | Epoch  40 | lr=2.5000e-04 | Recon MSE=8.882116e-05 | ‖ω‖₁=4.170750e-01
  λ=1.541e-02 | Epoch  50 | lr=1.2500e-04 | Recon MSE=9.347091e-05 | ‖ω‖₁=2.746381e-01
  λ=1.541e-02 | Epoch  60 | lr=1.2500e-04 | Recon MSE=9.777622e-05 | ‖ω‖₁=2.023667e-01
  λ=1.541e-02 | Epoch  70 | lr=6.2500e-05 | Recon MSE=1.903205e-04 | ‖ω‖₁=1.727306e-01
  λ=1.541e-02 | Epoch  80 | lr=3.1250e-05 | Recon MSE=3.148979e-04 | ‖ω‖₁=1.593005e-01
  → at λ=1.541e-02:  r(λ)=381,  rel_err=4.860980e-02

-- Path iteration 17, λ = 1.849e-02   (r(λ) prev = 381)
  λ=1.849e-02 | Epoch   1 | lr=1.0000e-03 | Recon MSE=2.347923e-01 | ‖ω‖₁=1.109918e+02
  λ=1.849e-02 | Epoch  10 | lr=1.0000e-03 | Recon MSE=6.449703e-05 | ‖ω‖₁=8.388392e+00
  λ=1.849e-02 | Epoch  20 | lr=5.0000e-04 | Recon MSE=2.179055e-04 | ‖ω‖₁=2.938429e+00
  λ=1.849e-02 | Epoch  30 | lr=5.0000e-04 | Recon MSE=6.704846e-05 | ‖ω‖₁=5.499364e-01
  λ=1.849e-02 | Epoch  40 | lr=2.5000e-04 | Recon MSE=6.177102e-05 | ‖ω‖₁=2.848533e-01
  λ=1.849e-02 | Epoch  50 | lr=1.2500e-04 | Recon MSE=6.978462e-05 | ‖ω‖₁=2.292036e-01
  λ=1.849e-02 | Epoch  60 | lr=1.2500e-04 | Recon MSE=8.225347e-05 | ‖ω‖₁=2.045197e-01
  λ=1.849e-02 | Epoch  70 | lr=6.2500e-05 | Recon MSE=2.149000e-04 | ‖ω‖₁=1.897811e-01
  λ=1.849e-02 | Epoch  80 | lr=3.1250e-05 | Recon MSE=5.404865e-04 | ‖ω‖₁=1.737904e-01
  → at λ=1.849e-02:  r(λ)=381,  rel_err=6.468826e-02

-- Path iteration 18, λ = 2.219e-02   (r(λ) prev = 381)
  λ=2.219e-02 | Epoch   1 | lr=1.0000e-03 | Recon MSE=1.881641e-01 | ‖ω‖₁=1.070495e+02
  λ=2.219e-02 | Epoch  10 | lr=1.0000e-03 | Recon MSE=7.374186e-05 | ‖ω‖₁=7.084576e+00
  λ=2.219e-02 | Epoch  20 | lr=5.0000e-04 | Recon MSE=2.223999e-04 | ‖ω‖₁=1.421548e+00
  λ=2.219e-02 | Epoch  30 | lr=5.0000e-04 | Recon MSE=5.660695e-05 | ‖ω‖₁=3.953072e-01
  λ=2.219e-02 | Epoch  40 | lr=2.5000e-04 | Recon MSE=7.308636e-05 | ‖ω‖₁=2.706202e-01
  λ=2.219e-02 | Epoch  50 | lr=1.2500e-04 | Recon MSE=9.894270e-05 | ‖ω‖₁=1.855776e-01
  λ=2.219e-02 | Epoch  60 | lr=1.2500e-04 | Recon MSE=1.254198e-04 | ‖ω‖₁=1.522622e-01
  λ=2.219e-02 | Epoch  70 | lr=6.2500e-05 | Recon MSE=3.768957e-04 | ‖ω‖₁=1.287776e-01
  λ=2.219e-02 | Epoch  80 | lr=3.1250e-05 | Recon MSE=1.061258e-03 | ‖ω‖₁=1.151229e-01
  → at λ=2.219e-02:  r(λ)=254,  rel_err=9.261597e-02

-- Path iteration 19, λ = 2.662e-02   (r(λ) prev = 254)
  λ=2.662e-02 | Epoch   1 | lr=1.0000e-03 | Recon MSE=1.991671e-01 | ‖ω‖₁=1.021939e+02
  λ=2.662e-02 | Epoch  10 | lr=1.0000e-03 | Recon MSE=1.078049e-04 | ‖ω‖₁=5.983471e+00
  λ=2.662e-02 | Epoch  20 | lr=5.0000e-04 | Recon MSE=1.300983e-04 | ‖ω‖₁=5.450657e-01
  λ=2.662e-02 | Epoch  30 | lr=5.0000e-04 | Recon MSE=5.401809e-05 | ‖ω‖₁=2.857862e-01
  λ=2.662e-02 | Epoch  40 | lr=2.5000e-04 | Recon MSE=9.014887e-05 | ‖ω‖₁=2.276930e-01
  λ=2.662e-02 | Epoch  50 | lr=1.2500e-04 | Recon MSE=1.433273e-04 | ‖ω‖₁=1.883781e-01
  λ=2.662e-02 | Epoch  60 | lr=1.2500e-04 | Recon MSE=3.555966e-04 | ‖ω‖₁=1.725253e-01
  λ=2.662e-02 | Epoch  70 | lr=6.2500e-05 | Recon MSE=1.122090e-03 | ‖ω‖₁=1.508255e-01
  λ=2.662e-02 | Epoch  80 | lr=3.1250e-05 | Recon MSE=2.419331e-03 | ‖ω‖₁=1.293099e-01
  → at λ=2.662e-02:  r(λ)=381,  rel_err=1.388082e-01

